--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
pay_page_协议正文_001,Лицензионное соглашение и условия оказания услуг игры «Юньхай Ючуан»
pay_page_协议正文_002,"Применимо к пользовательским картам игроков в аркаде Dota 2, магазину поддержки и виртуальным привилегиям"
pay_page_协议正文_003,Версия соглашения
pay_page_协议正文_004,Поставщик услуг
pay_page_协议正文_005,ООО «Юньхай Ючуан Технолоджи»
pay_page_协议正文_006,Применимые услуги
pay_page_协议正文_007,Пользовательские карты «Юньхай Ючуан» в аркаде Dota 2 и сопутствующие услуги магазина поддержки
pay_page_协议正文_008,Дата вступления в силу
pay_page_协议正文_009,"Датой считается дата, указанная на официальной странице релиза или в внутриигровом объявлении."
pay_page_协议正文_010,"Настоящее соглашение является соглашением между компанией Yunhai Youchuang Technology Co., Ltd. и пользователями, использующими настоящие услуги, о пользовательской карте Dota2, спонсорском магазине, виртуальных предметах и связанных услугах."
pay_page_协议正文_011,"Пожалуйста, внимательно прочитайте настоящее Соглашение перед использованием Сервиса, оплатой спонсорских взносов или получением виртуальных прав. Начало использования Сервиса, вход на карту, нажатие кнопки согласия, осуществление платежа, получение или использование виртуальных прав означает, что пользователь прочитал, понял и согласен с настоящим Соглашением."
pay_page_协议正文_012,"Положения настоящего Соглашения, касающиеся ограничения ответственности, правил виртуальных предметов, правил лотерейных билетов, обработки возвратов и отказов от платежей, наказаний аккаунтов, изменения и прекращения Сервиса, разрешения споров и т.д., имеют существенное значение для прав пользователей, пожалуйста, уделите им особое внимание."
pay_page_协议正文_013,"Играя в игру, пользователь соглашается с настоящим Соглашением."
pay_page_协议正文_014,Статья 1. Стороны соглашения и сфера применения
pay_page_协议正文_015,"1.1 Поставщиком услуг является Yunhai Youchuang Technology Co., Ltd., далее именуемая «Yunhai Youchuang» или «Компания»."
pay_page_协议正文_016,"1.2 Пользователь — это физическое лицо, которое получает доступ к пользовательским картам и связанным услугам Yunhai Youchuang, использует их и знакомится с ними через аркаду Dota2 или иным способом, одобренным Yunhai Youchuang; далее именуемое «Пользователь» или «Игрок»."
pay_page_协议正文_017,"1.3 Настоящее соглашение применяется к пользовательским картам, соответствующим услугам сообщества, службе поддержки, спонсорскому магазину, виртуальным предметам, виртуальным привилегиям, лотерейным билетам, месячным подпискам и другим дополнительным услугам, предоставляемым Yunhai Youchuang в разделе Dota2 Arcade."
pay_page_协议正文_018,"1.4 Пользователь также должен соблюдать правила Dota2 Arcade и других соответствующих сторонних платформ: пользовательские соглашения, правила сообщества, правила оплаты, правила мастерской или аркады. В случае конфликта настоящего соглашения с обязательными правилами сторонних платформ применяются правила сторонних платформ и законодательство. Yunhai Youchuang имеет право изменять, приостанавливать или прекращать соответствующие услуги для соблюдения правил платформы."
pay_page_协议正文_019,Статья 2. Определения
pay_page_协议正文_020,Настоящие услуги
pay_page_协议正文_021,"Настоящие услуги означают пользовательские карты, внутриигровые функции, спонсорский магазин, службу поддержки, мероприятия, объявления и сопутствующие операционные услуги, предоставляемые Yunhai Youchuang на соответствующей сторонней платформе Dota2 Arcade."
pay_page_协议正文_022,Спонсорский магазин
pay_page_协议正文_023,"Означает сервисный модуль, в котором пользователь осуществляет платежи на указанных страницах, каналах или игровых интерфейсах Yunhai Youchuang с целью добровольного спонсирования или получения права использования конкретных виртуальных привилегий."
pay_page_协议正文_024,Виртуальные привилегии
pay_page_协议正文_025,"Обозначает права, полученные пользователем путём участия в мероприятиях, спонсирования, покупки, обмена, получения или иным способом, которые могут использоваться только в указанной пользовательской карте, включая, но не ограничиваясь: предметы с характеристиками, скины, лотерейные билеты, месячные карты, титулы, эффекты, очки, количество раз, квалификации и т.д."
pay_page_协议正文_026,Виртуальные предметы
pay_page_协议正文_027,"Обозначает данные персонажей, снаряжение, скины, предметы, ресурсы, значения, результаты розыгрышей, права месячной карты и другие внутриигровые данные или отображаемый контент в данном сервисе."
pay_page_协议正文_028,Лотерейный билет
pay_page_协议正文_029,"Обозначает виртуальные права, которые могут использоваться только для участия в мероприятиях по получению случайных виртуальных предметов в игре, и не обладают свойствами наличных денег, физических объектов, дивидендов от доходов или иного реального имущества."
pay_page_协议正文_030,Учётная запись
pay_page_协议正文_031,"Обозначает данные учётных записей соответствующих сторонних платформ, учётную запись Dota 2, идентификатор Yunhai Youchuang, записи привязки платёжных аккаунтов и другие данные, позволяющие идентифицировать личность пользователя или принадлежность прав, используемые для доступа к данному сервису."
pay_page_协议正文_032,Статья 3. Отношения с платформой и права третьих лиц
pay_page_协议正文_033,"3.1 Названия, товарные знаки, произведения, материалы, платформы, клиенты, учётные системы, платёжные системы и иные права, связанные с игровой аркадой Dota 2 и соответствующими сторонними платформами, принадлежат их соответствующим правообладателям. Юньхай Ючуан обладает правами только на пользовательские карты, контент, оригинальные художественные материалы, дизайн правил, конфигурацию данных и связанные услуги, которые ему принадлежат по закону или на законных основаниях."
pay_page_协议正文_034,"3.2 Если игровая аркада Dota 2 или другие соответствующие сторонние платформы не могут продолжать предоставлять настоящие услуги полностью или частично из-за изменений правил, проверок, блокировок, изменений интерфейсов, изменений политики, технических ограничений и т.п., Юньхай Ючуан имеет право соответствующим образом скорректировать, приостановить или прекратить предоставление услуг и приложит разумные усилия для уведомления пользователей через объявления, уведомления в группах, службу поддержки или иными способами."
pay_page_协议正文_035,Статья 4. Лицензия на использование и интеллектуальная собственность
pay_page_协议正文_036,"4.1 При условии соблюдения пользователем настоящего соглашения, правил игры и правил платформы, Юньхай Ючуан предоставляет пользователю некоммерческую, неисключительную, непередаваемую, не подлежащую сублицензированию, отзывную ограниченную лицензию на использование настоящих услуг в личных развлекательных целях."
pay_page_协议正文_037,"4.2 Пользователь не вправе копировать, декомпилировать, взламывать, изменять, продавать, сдавать в аренду, распространять, использовать читы, обходить ограничения, создавать частные серверы или иным неавторизованным способом использовать программы, данные, материалы, правила, документы, интерфейсы или эксплуатационный контент настоящих услуг."
pay_page_协议正文_038,"4.3 Пользователь не вправе использовать настоящие услуги или виртуальные предметы и виртуальные права в их составе для извлечения прибыли или любым способом, который может повлиять на справедливость, баланс или нормальный порядок эксплуатации игры, включая бустинг, накрутку, торговлю аккаунтами, торговлю предметами, торговлю лотерейными билетами, перепродажу прав, использование читов, использование скриптов, извлечение выгоды из уязвимостей, использование аномалий данных, массовую регистрацию, злонамеренные возвраты или иные подобные действия. Юньхай Ючуан имеет право на основе собственного усмотрения и серверных записей в одностороннем порядке принимать меры в зависимости от обстоятельств, включая предупреждение, изъятие виртуальных предметов, списание незаконно полученных доходов, откат данных, удаление файлов, ограничение входа, блокировку аккаунта, пожизненный запрет на доступ или использование настоящих услуг."
pay_page_协议正文_039,"Статья 5. Учётная запись, идентификация и безопасность"
pay_page_协议正文_040,"5.1 Пользователь должен использовать учётную запись, которой он законно владеет и имеет право пользоваться, для доступа или использования настоящих услуг. Пользователь должен самостоятельно надлежащим образом хранить учётную запись, пароль, токены, платёжные средства, устройства и коды подтверждения."
pay_page_协议正文_041,"5.2 Вход в систему, спонсирование, получение, расходование, сделки, чат, участие в мероприятиях и другие действия, совершённые через учётную запись пользователя, в принципе считаются действиями самого пользователя. Убытки, возникшие из-за передачи в аренду, совместного использования, продажи учётной записи или ненадлежащего хранения, несёт сам пользователь."
pay_page_协议正文_042,"5.3 При обнаружении кражи учётной записи, подозрительного входа, аномального уменьшения виртуальных прав или платежей пользователь должен своевременно предоставить материалы через канал поддержки, опубликованный Yunhai Youchuang. Yunhai Youchuang может в зависимости от обстоятельств принять временную блокировку, ограничение входа, проверку данных, приостановку выдачи прав и другие меры."
pay_page_协议正文_043,"5.4 Пользователь не имеет права покупать, продавать, сдавать в аренду, давать во временное пользование, дарить, совместно использовать, наследовать или передавать учётную запись или виртуальные права внутри неё. В случае споров и убытков, возникших из-за сделок с учётными записями, совместного использования, заимствования, прокачки и т.п., Yunhai Youchuang вправе не рассматривать их или лишь в разумных пределах содействовать проверке."
pay_page_协议正文_044,Раздел 6. Спонсорский магазин и платежи
pay_page_协议正文_045,"6.1 Пользователь понимает и соглашается, что платежи в спонсорском магазине используются для поддержки постоянной разработки пользовательских карт Yunhai Youchuang, серверов, обслуживания, мероприятий, поддержки и операционных расходов. После оплаты пользователь может получить право на использование соответствующих виртуальных прав в соответствии с информацией на странице или правилами мероприятия."
pay_page_协议正文_046,"6.2 Спонсорский магазин не является инвестицией, управлением капиталом, распределением прибыли, займом, возвратом средств краудфандинга, пополнением наличных, обменом валюты или ликвидными активами. Пользователь не вправе требовать от Yunhai Youchuang возврата денежных средств, распределения дохода, выкупа прав или ответственности за сохранность капитала на основании спонсирования, пополнения или покупки виртуальных прав."
pay_page_协议正文_047,"6.3 Сумма спонсирования, получаемый контент, срок действия, время зачисления, способ выдачи, условия получения, ограничения использования и прочее определяются информацией на странице оплаты, внутриигровом магазине, странице мероприятия, в объявлениях или подтверждении службы поддержки. Пользователь должен самостоятельно проверить эту информацию перед оплатой."
pay_page_协议正文_048,"6.4 Если по причине платёжного канала, банка, сети, контроля рисков платформы, ошибки пользователя, аномалии учётной записи, действий третьих лиц или любых других причин платёж не прошёл, зачислился с задержкой, был произведён повторно, не был выдан или был выдан с ошибкой, Yunhai Youchuang вправе провести проверку на основе фактических записей о зачислении, заказах, контроле рисков и серверных журналах игры, и самостоятельно решить, выполнить ли дополнительную выдачу, исправление, возврат средств, блокировку или отказаться от обработки. Пользователь должен своевременно связаться со службой поддержки и предоставить необходимые материалы; при недостаточности материалов или неясности обстоятельств Yunhai Youchuang может не рассматривать обращение."
pay_page_协议正文_049,Статья 7. Правила виртуальных предметов и виртуальных прав
pay_page_协议正文_050,"7.1 Виртуальные предметы и виртуальные права в настоящем Сервисе принадлежат или управляются компанией Юньхай Ючуан или соответствующими правообладателями в соответствии с законом. Пользователи приобретают лишь ограниченное право использования при условии соблюдения настоящего Соглашения и правил игры и не приобретают права собственности, права распоряжения или реальные имущественные права."
pay_page_协议正文_051,"7.2 Виртуальные предметы, виртуальные права, лотерейные билеты, месячные карты, скины, предметы с атрибутами и т.п. не являются законным платёжным средством и не подлежат обмену на юани, наличные деньги, материальные ценности, остатки на банковских картах, остатки на любых платформах или любые другие реальные имущественные права."
pay_page_协议正文_052,"7.3 Юньхай Ючуан не предоставляет услуги по выкупу, комиссионной продаже, выводу средств, конвертации в деньги, обналичиванию, обратному выкупу, гарантированным сделкам или обмену виртуальных предметов и виртуальных прав на реальную валюту. Пользователи также не вправе совершать указанные выше действия самостоятельно или через третьих лиц."
pay_page_协议正文_053,"7.4 За исключением случаев, прямо разрешённых правилами игры, пользователи не вправе передавать, дарить, продавать, закладывать, сдавать в аренду, давать взаймы, обменивать, наследовать, держать от имени другого лица, совершать внебиржевые сделки или иным образом распоряжаться виртуальными предметами и виртуальными правами."
pay_page_协议正文_054,"7.5 В целях поддержания игрового баланса, исправления ошибок, адаптации к обновлениям Dota 2, соответствия правилам платформы, борьбы с нарушениями или обеспечения работы сервиса компания Юньхай Ючуан вправе изменять названия, внешний вид, атрибуты, числовые значения, выпадение, способы получения, сроки действия, применимые карты, правила синтеза, правила расходования или иные конфигурации виртуальных предметов и виртуальных прав. Юньхай Ючуан приложит разумные усилия, чтобы уведомить о существенных изменениях через объявления или внутриигровые подсказки."
pay_page_协议正文_055,"7.6 В отношении виртуальных прав, для которых указаны срок действия, количество использований, сезон, период мероприятия, версия карты или иные ограничения, пользователи могут использовать их только в пределах соответствующих условий. После истечения срока действия, исчерпания количества использований, завершения мероприятия, остановки карты, прекращения версии или ограничения учётной записи в соответствии с законом и правилами соответствующие права могут утратить силу."
pay_page_协议正文_056,Статья 8. Лотерейные билеты и мероприятия со случайным получением
pay_page_协议正文_057,"8.1 Лотерейные билеты используются только для участия в мероприятии по получению случайных виртуальных предметов в игре. Результаты мероприятия ограничиваются получением виртуальных предметов или виртуальных прав в рамках данной пользовательской карты и не порождают каких-либо денежных средств, материальных предметов, долей прибыли или иных прав на реальное имущество."
pay_page_协议正文_058,"8.2 Yunhai Youchuang не предоставляет услуги по обналичиванию, возврату, перепродаже или обмену лотерейных билетов, результатов розыгрыша, призов, баллов или связанных виртуальных прав на реальное имущество. Пользователи не имеют права использовать результаты розыгрыша для организации азартных игр, ставок, угадывания, пари, внебиржевых сделок, обещаний дохода или других незаконных действий."
pay_page_协议正文_059,"8.3 Yunhai Youchuang может публиковать информацию о пуле призов, основных призах, вероятностях, механизме гарантии, обработке повторных получений, сроках проведения и других важных правилах мероприятия случайного получения в игре, на странице магазина, в объявлениях или в других местах, которые она сочтёт подходящими. При существенных изменениях вероятностей, пула призов или правил Yunhai Youchuang вправе самостоятельно решать, публиковать ли объявление и каким способом."
pay_page_协议正文_060,"8.4 Перед участием в мероприятии случайного получения пользователь должен внимательно ознакомиться с соответствующими правилами. После использования лотерейного билета он считается израсходованным. Израсходованные лотерейные билеты не возвращаются, за исключением случаев, предусмотренных законодательством, системных ошибок или подтверждённых Yunhai Youchuang аномальных ситуаций."
pay_page_协议正文_061,"8.5 Если лотерейные билеты или призы были получены из-за программных ошибок, аномальной выдачи, ошибок конфигурации, читерства, использования сторонних программ, накрутки, эксплуатации багов, сбоев оплаты или иными нестандартными способами, Yunhai Youchuang имеет право исправить данные, отозвать аномальные права, аннулировать результаты розыгрыша, ограничить аккаунт или принять другие меры."
pay_page_协议正文_062,"Раздел 9. Месячная карта, ограниченные по времени права и постоянные услуги."
pay_page_协议正文_063,"9.1 Конкретное содержание, цена, срок действия, способ получения, время ежедневного обновления, правила повторного получения и ограничения для месячных карт, пропусков, членских прав и других ограниченных по времени прав определяются страницей покупки, правилами мероприятия или внутриигровыми объявлениями."
pay_page_协议正文_064,"9.2 Если на странице не указано иное, срок действия месячной карты исчисляется непрерывно по календарным дням и не прерывается, не приостанавливается и не продлевается из-за отсутствия входа пользователя в игру, неполучения наград, сбоя оборудования, совместного использования аккаунта, проблем с личной сетью или по другим личным причинам."
pay_page_协议正文_065,"9.3. Если по вине Yunhai Youchuang услуга недоступна в течение длительного времени, Yunhai Youchuang вправе по своему усмотрению принять такие меры, как компенсация, продление срока, замена прав или иные меры, однако такие меры не являются обязательством Yunhai Youchuang. Конкретные условия определяются объявлениями или результатами обработки службой поддержки."
pay_page_协议正文_066,"Статья 10. Возврат средств, отказ от платежа и обработка аномальных платежей"
pay_page_协议正文_067,"10.1. Пользователь должен подтвердить учётную запись, сумму, товар, содержание прав, срок и правила перед оплатой. За исключением случаев, прямо предусмотренных законом, или если Yunhai Youchuang письменно подтвердила наличие системной ошибки, виртуальные права после их выдачи, получения, использования, потребления или начала исчисления срока в принципе не подлежат возврату, обналичиванию, передаче или изменению."
pay_page_协议正文_068,"10.2. Если после оплаты пользователь посредством возврата средств, отказа от платежа, отмены транзакции, жалобы в платёжную систему, банковского спора, злонамеренного доноса, поддельного скриншота оплаты или иными способами привёл к тому, что Yunhai Youchuang фактически не получила или была лишена соответствующих средств, Yunhai Youchuang вправе удержать, заморозить или возвратить соответствующие виртуальные права, а также по своему усмотрению ограничить учётную запись, приостановить обслуживание или потребовать возмещения убытков."
pay_page_协议正文_069,"10.3. Если соответствующие виртуальные права были израсходованы, переданы, использованы, истекли или не могут быть полностью возвращены, Yunhai Youchuang вправе ограничить использование учётной записи, приостановить обслуживание, удержать эквивалентные игровые права, отказать в дальнейшем обслуживании и потребовать от пользователя возмещения соответствующих сумм и разумных убытков."
pay_page_协议正文_070,"10.4. В случае повторной оплаты, очевидно ошибочной оплаты, непоступления средств, невыдачи, ошибочной или пропущенной выдачи пользователь должен предоставить номер заказа, скриншот оплаты, ID игровой учётной записи, игровой ID, время и другие материалы. Yunhai Youchuang вправе по своему усмотрению решать, проводить ли проверку и как обработать ситуацию, и может в пределах, которые считает уместными, провести компенсацию, исправление, возврат средств или иные меры."
pay_page_协议正文_071,Статья 11. Защита несовершеннолетних
pay_page_协议正文_072,"11.1. Несовершеннолетние должны использовать настоящие услуги с согласия и под руководством законных представителей. Если несовершеннолетний осуществляет оплату, получает или использует виртуальные права, необходимо получить согласие законного представителя."
pay_page_协议正文_073,"11.2 Юньхай Ючуан принимает меры по защите несовершеннолетних в соответствии с законами, нормативными требованиями, правилами платформы и своими возможностями, включая, но не ограничиваясь: проверку личности, ограничение расходов, ограничение по времени, предупреждения о предотвращении игровой зависимости, проверку со стороны службы поддержки, обработку аномальных расходов и т.д."
pay_page_协议正文_074,"11.3 Если опекун обнаруживает, что несовершеннолетний совершает платежи без согласия или имеет место зависимость, аномальные расходы и т.п., он должен своевременно связаться с Юньхай Ючуан через службу поддержки и предоставить необходимые материалы: подтверждение опеки, платёжные записи, информацию об аккаунте. Юньхай Ючуан обработает это в соответствии с законами и правилами, с учётом выдачи и использования виртуальных благ."
pay_page_协议正文_075,Статья 12. Правила поведения пользователей
pay_page_协议正文_076,"12.1 Пользователи не должны публиковать, распространять или совершать действия, противоречащие законам, общественному порядку, правилам платформы или правилам игры, включая, но не ограничиваясь: политически противоправный контент, порнографию и пошлость, азартные игры, мошенническое привлечение, продажу читов, кражу аккаунтов, оскорбления и преследования, злонамеренный флуд, нарушение прав других лиц, распространение ложной информации и т.д."
pay_page_协议正文_077,"12.2 Пользователи не должны использовать настоящий сервис посредством читов, скриптов, ботов, аномальных операций с эмуляторами, инструментов перехвата пакетов, инструментов ускорения и взлома, эксплуатации уязвимостей, подделки данных, аномального входа, массовой регистрации, накрутки с множества аккаунтов, злонамеренных возвратов, платёжного мошенничества или иных способов, нарушающих честность."
pay_page_协议正文_078,"12.3 Пользователи не должны использовать настоящий сервис для организации или участия в торговле аккаунтами, торговле виртуальными предметами, торговле лотерейными билетами, платных услугах пополнения, накрутке, отмывании денег, азартных играх, лотереях, пари, кэшбэке, незаконном сборе средств, мошенничестве или другой незаконной деятельности."
pay_page_协议正文_079,"12.4 Пользователь соглашается, что Юньхай Ючуан может определять наличие нарушений со стороны пользователя на основе серверных записей, игровых журналов, платёжных записей, аномальных данных, отзывов платформы, жалоб пользователей, записей службы поддержки и результатов технических проверок."
pay_page_协议正文_080,Статья 13. Обработка нарушений и аномалий данных
pay_page_协议正文_081,"13.1 В случае нарушения Пользователем настоящего Соглашения, правил игры или правил платформы, Юньхай Ючуан вправе по своему усмотрению и на основании записей сервера, в зависимости от обстоятельств, применять такие меры, как предупреждение, блокировка чата, ограничение функций, приостановка выдачи, замораживание прав, изъятие виртуальных предметов, откат данных, списание аномальных доходов, ограничение входа, блокировка аккаунта, отказ в обслуживании, передача материалов платформе или соответствующим органам и т.д."
pay_page_协议正文_082,"13.2 Если Юньхай Ючуан обнаружит аномалии в данных пользователя, платежах, правах, розыгрышах, рейтингах, выпадении предметов или другие ситуации, явно не соответствующие нормальной игровой логике, он вправе предварительно принять временные ограничительные меры и провести расследование. Если после расследования подтвердится, что это системная ошибка, Юньхай Ючуан может исправить данные; если подтвердится нарушение со стороны пользователя, к нему могут применяться меры в соответствии с настоящим Соглашением."
pay_page_协议正文_083,"13.3 Юньхай Ючуан вправе изъять, отменить, обнулить или скорректировать виртуальные предметы, виртуальные права, рейтинги, баллы, результаты розыгрышей, награды за мероприятия или другие доходы, полученные пользователем в результате нарушения."
pay_page_协议正文_084,"13.4 Если пользователь не согласен с результатом обработки, он может подать апелляцию через каналы службы поддержки, опубликованные Юньхай Ючуан, и предоставить в соответствии с требованиями такие материалы, как аккаунт, заказ, скриншоты, время, объяснения и т.д. Юньхай Ючуан проведет повторную проверку с учетом записей."
pay_page_协议正文_085,"Статья 14. Обслуживание, изменение и прекращение сервиса"
pay_page_协议正文_086,"14.1 Юньхай Ючуан может проводить обслуживание, приостанавливать, изменять или обновлять настоящий сервис в связи с обновлением версий, корректировкой функций, обслуживанием серверов, обработкой безопасности, исправлением ошибок, адаптацией к платформе, настройкой мероприятий или операционными потребностями."
pay_page_协议正文_087,"14.2 Из-за обновлений Dota 2, изменений правил аркады, проверок или ограничений со стороны платформы, сбоев сети, сбоев серверов, неполадок сторонних сервисов, обстоятельств непреодолимой силы, требований регулирующих органов, корректировок операционной деятельности или других причин, которые Юньхай Ючуан не может полностью контролировать, настоящий сервис может быть полностью или частично недоступен."
pay_page_协议正文_088,"14.3 Юньхай Ючуан вправе изменять, приостанавливать или прекращать настоящий сервис в зависимости от операционной ситуации, правил платформы, законодательства, технических условий или коммерческих договоренностей. В случае существенных изменений или прекращения Юньхай Ючуан предпримет разумные усилия для заблаговременного уведомления и предоставит разумное решение по обработке в рамках, допустимых законодательством."
pay_page_协议正文_089,"14.4 После прекращения действия Услуг, если иное не предусмотрено законодательством или отдельным уведомлением Юньхай Ючуан, неиспользованные пользователем виртуальные предметы и виртуальные права утрачивают силу вместе с прекращением Услуг, и пользователь не вправе требовать от Юньхай Ючуан их конвертации в денежные средства, выкупа или компенсации по первоначальной цене, рыночной цене, субъективной оценке или цене третьих лиц."
pay_page_协议正文_090,Статья 15. Личная информация и хранение записей
pay_page_协议正文_091,"15.1 Юньхай Ючуан обрабатывает личную информацию и связанные данные пользователей в соответствии с законодательством и политикой конфиденциальности. Для предоставления Услуг, обработки заказов, определения прав, обеспечения поддержки клиентов, защиты безопасности, урегулирования споров и выполнения нормативных требований Юньхай Ючуан может обрабатывать идентификатор игрового аккаунта, игровой ID, номер платёжного заказа, время оплаты, сумму, записи о выдаче, журналы входа, игровые журналы, материалы жалоб в чате, записи обслуживания клиентов и информацию об устройстве или сети пользователя."
pay_page_协议正文_092,"15.2 Юньхай Ючуан принимает разумные меры безопасности для защиты информации пользователей и не раскрывает личную информацию пользователей третьим лицам без законных оснований. За исключением случаев, когда это предусмотрено законодательством, регулирующими требованиями, требованиями судебных или административных органов, правилами платформы, требованиями риск-контроля платёжных каналов, необходимостью защиты прав или с разрешения пользователя."
pay_page_协议正文_093,"15.3 Пользователь может через каналы поддержки запросить доступ, исправление, удаление соответствующей личной информации, отозвать согласие или аннулировать соответствующие записи об услугах в соответствии с законодательством. Записи, которые должны сохраняться для выполнения юридических обязательств, урегулирования споров, аудита безопасности, проверки платежей, борьбы с мошенничеством или требований платформы, Юньхай Ючуан может хранить в течение необходимого срока в соответствии с законом."
pay_page_协议正文_094,Статья 16. Пользовательский контент и контент сообщества
pay_page_协议正文_095,"16.1 Если пользователь публикует контент в групповых чатах, сообществах, комментариях, отзывах, материалах, предложениях по картам или внутри игры, связанных с Услугой, он должен гарантировать, что этот контент является законным, достоверным и не нарушает права третьих лиц, а также несёт соответствующую ответственность самостоятельно."
pay_page_协议正文_096,"16.2 Предоставляя Юньхай Ючуан предложения, отзывы, идеи, скриншоты, видеозаписи, тексты, изображения или иной контент, пользователь соглашается и безотзывно, на всемирной основе, безвозмездно предоставляет Юньхай Ючуан и её аффилированным лицам право использовать, копировать, распространять, изменять, демонстрировать, адаптировать, компилировать, сублицензировать и иным образом обоснованно использовать такой контент в рамках разработки, эксплуатации, продвижения, поддержки клиентов и защиты прав в связи с Услугой."
pay_page_协议正文_097,Статья 17. Освобождение от ответственности и ограничение ответственности
pay_page_协议正文_098,"17.1 Юньхай Ючуан будет поддерживать стабильность, безопасность и справедливость настоящего Сервиса в разумных пределах, но не гарантирует, что Сервис будет работать без перерывов, без ошибок, полностью соответствовать личным ожиданиям пользователя, а также не гарантирует, что пользователь обязательно получит определённые виртуальные предметы, рейтинг, доходы, игровые результаты или впечатления от игры."
pay_page_协议正文_099,"17.2 Юньхай Ючуан не несёт ответственности в пределах, разрешённых законом, за убытки, вызванные действиями самого пользователя, причинами сторонних платформ, платёжных каналов, состоянием сети, сбоями оборудования, совместным использованием аккаунта, продажей аккаунта, использованием читов и скриптов, нарушением правил, форс-мажорными обстоятельствами или изменениями законодательства и политики."
pay_page_协议正文_100,"17.3 Положения об освобождении от ответственности или ограничении ответственности в настоящем Соглашении не исключают потребительских прав, предоставленных пользователю законом, и не освобождают Юньхай Ючуан от ответственности за умышленные действия, грубую неосторожность или в случаях, когда ответственность не может быть исключена в соответствии с законом и нормативными актами."
pay_page_协议正文_101,Статья 18. Уведомления и изменение Соглашения
pay_page_协议正文_102,"18.1 Юньхай Ючуан может направлять пользователю уведомления через внутриигровые объявления, страницы выпуска игры, группы игроков, сообщения службы поддержки, платёжные страницы, веб-страницы или другие разумные способы. После публикации уведомления оно считается доставленным пользователю в разумных пределах."
